Weight,Height,BodyTypeID,Preferred Foot,Weak Foot,Body Type
77.095,182.88,2803,Right,3,Normal
77.095,179.832,2804,Right,3,Stocky
102.0375,192.024,2805,Right,2,Stocky
79.816,179.832,2806,Right,5,Stocky
72.1065,173.736,2807,Right,3,Normal
78.909,155.7528,2808,Right,4,Normal
74.8275,188.976,2809,Right,1,Lean
69.839,192.024,2810,Right,3,Normal
73.9205,155.7528,2811,Right,4,Lean
83.8975,188.976,2812,Left,2,Normal
73.9205,188.976,2813,Left,4,Lean
74.8275,179.832,2814,Right,4,Stocky
84.8045,201.168,2815,Right,3,Lean
74.8275,179.832,2816,Right,3,Normal
78.002,155.448,2817,Right,2,Stocky
91.1535,201.168,2818,Right,1,Normal
74.8275,188.976,2819,Right,3,Normal
78.909,182.88,2820,Right,3,Normal
81.1765,185.928,2821,Right,2,Normal
82.9905,185.928,2822,Right,4,Normal
81.1765,182.88,2823,Right,3,Lean
73.9205,179.832,2824,Left,2,Normal
72.1065,179.832,2825,Right,3,Normal
63.9435,173.736,2826,Right,4,Lean
89.793,188.976,2827,Right,3,Stocky
92.0605,198.12,2828,Right,3,Lean
63.9435,173.736,2829,Right,4,Normal
66.211,155.448,2830,Right,4,Lean
74.8275,155.7528,2831,Left,2,Lean
73.9205,155.448,2832,Right,3,Lean
82.0835,192.024,2833,Right,2,Normal
92.0605,201.168,2834,Right,4,Lean
79.816,188.976,2835,Left,2,Normal
81.1765,185.928,2836,Right,3,Normal
78.002,182.88,2837,Right,3,Lean
77.095,185.928,2838,Left,2,Lean
66.211,176.784,2839,Right,4,Lean
73.9205,188.976,2840,Left,2,Lean
78.909,155.7528,2841,Right,3,Lean
73.9205,179.832,2842,Right,4,Normal
72.1065,155.448,2843,Left,3,Normal
74.8275,179.832,2844,Left,3,Normal
72.1065,176.784,2845,Right,3,Normal
82.9905,182.88,2846,Right,4,Stocky
77.095,182.88,2847,Right,2,Normal
79.816,155.7528,2848,Right,3,Stocky
66.211,176.784,2849,Right,2,Normal
69.839,155.448,2850,Right,3,Lean
58.955,173.736,2851,Right,3,Lean
86.165,192.024,2852,Right,4,Stocky
84.8045,185.928,2853,Right,2,Normal
68.932,179.832,2854,Left,3,Normal
73.0135,176.784,2855,Right,3,Normal
82.9905,192.024,2856,Right,3,Normal
76.188,179.832,2857,Right,4,Normal
82.0835,182.88,2858,Right,3,Normal
71.1995,170.688,2859,Right,4,Normal
74.8275,179.832,2860,Right,2,Normal
74.8275,173.736,2861,Right,3,Stocky
79.816,155.448,2862,Right,3,Normal
79.816,188.976,2863,Left,4,Normal
74.8275,179.832,2864,Right,3,Lean
79.816,192.024,2865,Right,3,Lean
69.839,179.832,2866,Left,3,Normal
73.0135,179.832,2867,Right,3,Normal
92.9675,188.976,2868,Left,3,Normal
69.839,179.832,2869,Right,5,Normal
82.0835,155.7528,2870,Right,3,Normal
64.8505,173.736,2871,Right,2,Lean
79.816,182.88,2872,Right,2,Normal
73.9205,179.832,2873,Right,3,Normal
68.025,155.7528,2874,Right,4,Lean
73.0135,179.832,2875,Left,4,Normal
87.979,188.976,2876,Right,2,Lean
79.816,188.976,2877,Left,3,Normal
73.0135,155.448,2878,Right,4,Lean
87.072,192.024,2879,Left,2,Normal
82.9905,188.976,2880,Right,3,Normal
84.8045,192.024,2881,Right,3,Normal
79.816,192.024,2882,Right,2,Normal
73.0135,176.784,2883,Left,3,Stocky
71.1995,179.832,2884,Right,2,Stocky
73.0135,185.928,2885,Right,3,Lean
86.165,185.928,2886,Right,3,Normal
93.8745,188.976,2887,Right,2,Stocky
82.0835,185.928,2888,Right,4,Lean
79.816,185.928,2889,Right,3,Lean
73.0135,182.88,2890,Right,3,Lean
89.793,188.976,2891,Right,1,Normal
81.1765,155.7528,2892,Right,3,Normal
81.1765,182.88,2893,Left,3,Normal
77.095,155.7528,2894,Left,4,Normal
64.8505,164.592,2895,Right,2,Normal
74.8275,182.88,2896,Right,3,Normal
77.095,185.928,2897,Right,3,Normal
72.1065,182.88,2898,Right,3,Lean
77.095,155.7528,2899,Right,3,Lean
71.1995,155.7528,2900,Left,3,Normal
73.0135,179.832,2901,Left,3,Lean
71.1995,155.448,2902,Left,4,Lean
58.955,173.736,2903,Left,3,Lean
81.1765,155.448,2904,Right,3,Normal
73.0135,155.448,2905,Right,4,Lean
87.979,195.072,2906,Right,3,Lean
87.979,192.024,2907,Right,3,Normal
82.0835,182.88,2908,Right,3,Stocky
73.9205,182.88,2909,Right,3,Normal
76.188,185.928,2910,Right,3,Lean
77.095,155.7528,2911,Right,4,Normal
88.886,192.024,2912,Left,3,Normal
82.0835,188.976,2913,Right,4,Normal
81.1765,155.7528,2914,Right,3,Normal
73.9205,182.88,2915,Left,3,Lean
79.816,185.928,2916,Right,3,Normal
86.165,182.88,2917,Right,3,Stocky
74.8275,155.7528,2918,Right,3,Normal
81.1765,185.928,2919,Right,3,Normal
73.0135,155.448,2920,Left,3,Normal
78.002,182.88,2921,Right,3,Lean
78.909,185.928,2922,Right,3,Normal
69.839,182.88,2923,Right,3,Lean
86.165,192.024,2924,Left,3,Normal
74.8275,173.736,2925,Right,2,Normal
74.8275,155.448,2926,Right,4,Normal
76.188,155.7528,2927,Left,5,Normal
69.839,155.448,2928,Left,2,Normal
86.165,188.976,2929,Right,2,Normal
69.839,176.784,2930,Left,4,Normal
68.025,179.832,2931,Left,3,Normal
79.816,192.024,2932,Right,2,Normal
82.9905,192.024,2933,Right,3,Normal
82.0835,188.976,2934,Right,3,Lean
81.1765,192.024,2935,Left,2,Normal
82.9905,188.976,2936,Right,3,Normal
79.816,185.928,2937,Right,3,Lean
82.0835,188.976,2938,Right,4,Normal
86.165,188.976,2939,Left,4,Normal
78.002,185.928,2940,Right,3,Normal
73.0135,155.7528,2941,Right,3,Normal
92.0605,188.976,2942,Right,3,Stocky
71.1995,155.448,2943,Right,3,Normal
63.0365,173.736,2944,Right,4,Lean
73.0135,179.832,2945,Right,3,Normal
79.816,188.976,2946,Right,4,Normal
74.8275,182.88,2947,Right,3,Normal
82.0835,185.928,2948,Left,3,Normal
81.1765,188.976,2949,Right,3,Normal
68.025,155.448,2950,Right,2,Normal
83.8975,155.448,2951,Left,3,Normal
69.839,188.976,2952,Right,3,Lean
71.1995,176.784,2953,Right,4,Lean
78.002,155.7528,2954,Right,3,Normal
71.1995,155.448,2955,Left,3,Normal
69.839,182.88,2956,Left,3,Lean
86.165,201.168,2957,Right,2,Lean
92.9675,192.024,2958,Right,5,Normal
76.188,182.88,2959,Right,4,Normal
72.1065,155.448,2960,Left,3,Lean
71.1995,179.832,2961,Left,4,Normal
73.0135,155.448,2962,Left,4,Normal
78.002,185.928,2963,Left,4,Normal
67.118,179.832,2964,Left,3,Lean
76.188,155.448,2965,Right,4,Normal
78.002,182.88,2966,Right,3,Normal
78.002,185.928,2967,Right,3,Normal
74.8275,155.448,2968,Left,3,Normal
73.9205,155.7528,2969,Left,3,Lean
69.839,155.448,2970,Left,3,Normal
78.909,185.928,2971,Right,4,Normal
73.0135,182.88,2972,Right,3,Lean
68.025,179.832,2973,Right,4,Lean
76.188,182.88,2974,Left,3,Lean
94.7815,195.072,2975,Left,2,Normal
84.8045,188.976,2976,Right,2,Stocky
84.8045,198.12,2977,Right,3,Normal
73.0135,173.736,2978,Left,2,Normal
72.1065,155.7528,2979,Right,3,Normal
76.188,155.448,2980,Right,3,Normal
81.1765,182.88,2981,Right,4,Normal
78.909,188.976,2982,Right,3,Normal
83.8975,192.024,2983,Left,4,Normal
83.8975,198.12,2984,Right,2,Normal
77.095,182.88,2985,Right,3,Lean
84.8045,192.024,2986,Right,2,Lean
76.188,155.7528,2987,Right,3,Normal
88.886,188.976,2988,Right,3,Normal
68.932,179.832,2989,Right,3,Normal
77.095,182.88,2990,Right,3,Normal
82.0835,188.976,2991,Left,3,Normal
79.816,185.928,2992,Right,4,Normal
74.8275,182.88,2993,Right,4,Lean
74.8275,155.448,2994,Right,4,Normal
73.9205,155.7528,2995,Right,3,Lean
67.118,173.736,2996,Right,3,Normal
73.0135,155.7528,2997,Left,2,Lean
78.909,182.88,2998,Left,4,Normal
79.816,182.88,2999,Left,3,Normal
88.886,192.024,3000,Right,3,Stocky
71.1995,155.7528,3001,Right,4,Normal
81.1765,185.928,3002,Right,3,Normal
82.0835,192.024,3003,Right,3,Normal
83.8975,195.072,3004,Right,3,Lean
71.1995,155.448,3005,Right,3,Normal
74.8275,179.832,3006,Right,4,Normal
82.0835,192.024,3007,Right,3,Normal
63.9435,176.784,3008,Right,2,Lean
84.8045,192.024,3009,Right,3,Normal
66.211,155.7528,3010,Right,2,Lean
74.8275,173.736,3011,Right,5,Lean
79.816,188.976,3012,Right,2,Normal
72.1065,179.832,3013,Left,3,Normal
68.025,179.832,3014,Right,4,Normal
89.793,182.88,3015,Right,3,Normal
86.165,185.928,3016,Right,3,Normal
86.165,192.024,3017,Right,2,Normal
73.9205,188.976,3018,Left,2,Lean
79.816,185.928,3019,Right,4,Normal
74.8275,176.784,3020,Right,4,Stocky
87.979,195.072,3021,Right,4,Normal
84.8045,182.88,3022,Right,3,Normal
72.1065,155.448,3023,Right,2,Lean
82.0835,185.928,3024,Right,3,Stocky
74.8275,155.448,3025,Right,4,Normal
74.8275,182.88,3026,Right,4,Lean
74.8275,182.88,3027,Left,2,Normal
76.188,155.7528,3028,Right,3,Normal
77.095,182.88,3029,Right,4,Normal
79.816,185.928,3030,Left,3,Normal
72.1065,182.88,3031,Right,4,Lean
78.002,155.7528,3032,Right,4,Normal
68.932,173.736,3033,Right,3,Normal
69.839,179.832,3034,Right,2,Lean
68.025,155.7528,3035,Right,3,Lean
78.002,155.448,3036,Right,3,Lean
87.979,195.072,3037,Right,3,Lean
71.1995,176.784,3038,Right,4,Normal
74.8275,155.7528,3039,Left,3,Lean
83.8975,182.88,3040,Left,3,Normal
79.816,182.88,3041,Right,2,Normal
73.0135,185.928,3042,Left,4,Normal
82.0835,195.072,3043,Right,2,Normal
74.8275,155.448,3044,Right,3,Normal
82.0835,195.072,3045,Right,3,Normal
64.8505,173.736,3046,Right,4,Stocky
82.0835,192.024,3047,Right,2,Normal
78.002,182.88,3048,Left,3,Normal
84.8045,185.928,3049,Right,2,Normal
77.095,188.976,3050,Right,3,Lean
82.9905,185.928,3051,Left,3,Normal
78.002,185.928,3052,Left,3,Normal
87.072,192.024,3053,Right,3,Normal
82.0835,182.88,3054,Right,3,Lean
83.8975,188.976,3055,Left,3,Stocky
78.909,155.7528,3056,Right,3,Stocky
83.8975,192.024,3057,Right,3,Normal
72.1065,179.832,3058,Right,4,Normal
76.188,185.928,3059,Right,2,Lean
83.8975,198.12,3060,Right,4,Lean
77.095,155.7528,3061,Left,4,Normal
74.8275,155.7528,3062,Right,3,Lean
82.9905,155.448,3063,Right,4,Stocky
69.839,176.784,3064,Left,3,Normal
73.0135,182.88,3065,Right,3,Normal
68.025,155.448,3066,Left,4,Normal
71.1995,179.832,3067,Right,4,Normal
81.1765,188.976,3068,Right,3,Normal
74.8275,185.928,3069,Right,3,Lean
73.9205,155.448,3070,Right,3,Lean
82.9905,185.928,3071,Left,3,Normal
64.8505,176.784,3072,Left,3,Normal
79.816,185.928,3073,Right,3,Normal
88.886,195.072,3074,Right,2,Lean
66.211,155.448,3075,Left,4,Lean
82.0835,155.7528,3076,Left,3,Normal
72.1065,155.448,3077,Right,3,Lean
73.9205,179.832,3078,Right,3,Normal
78.909,188.976,3079,Right,3,Lean
68.025,176.784,3080,Right,2,Normal
76.188,185.928,3081,Right,4,Lean
64.8505,173.736,3082,Right,4,Normal
82.9905,185.928,3083,Left,2,Stocky
96.142,188.976,3084,Right,2,Normal
84.8045,188.976,3085,Left,3,Normal
66.211,176.784,3086,Right,3,Normal
68.025,179.832,3087,Right,3,Lean
78.909,155.7528,3088,Right,3,Normal
86.165,185.928,3089,Left,3,Normal
74.8275,155.448,3090,Right,3,Normal
81.1765,188.976,3091,Right,3,Normal
66.211,179.832,3092,Right,3,Lean
69.839,173.736,3093,Right,3,Normal
73.0135,155.7528,3094,Right,4,Normal
81.1765,188.976,3095,Right,3,Lean
87.072,182.88,3096,Right,3,Normal
74.8275,182.88,3097,Right,4,Lean
74.8275,155.448,3098,Right,4,Normal
81.1765,182.88,3099,Left,4,Normal
82.0835,185.928,3100,Right,4,Normal
78.002,182.88,3101,Right,2,Lean
78.909,182.88,3102,Right,2,Normal
82.0835,188.976,3103,Right,4,Lean
68.025,173.736,3104,Left,3,Normal
87.072,188.976,3105,Right,2,Normal
76.188,182.88,3106,Right,2,Normal
79.816,182.88,3107,Left,3,Lean
69.839,155.448,3108,Right,2,Normal
82.0835,182.88,3109,Right,3,Normal
79.816,188.976,3110,Right,3,Normal
67.118,182.88,3111,Left,3,Lean
68.932,173.736,3112,Left,2,Normal
68.025,155.7528,3113,Right,3,Lean
77.095,182.88,3114,Right,3,Normal
82.0835,195.072,3115,Right,3,Lean
82.9905,185.928,3116,Right,3,Normal
69.839,173.736,3117,Right,4,Normal
73.0135,182.88,3118,Right,3,Lean
76.188,155.7528,3119,Left,4,Normal
76.188,179.832,3120,Right,4,Normal
66.211,167.64,3121,Right,3,Stocky
63.9435,176.784,3122,Right,3,Lean
76.188,155.448,3123,Right,2,Lean
73.9205,185.928,3124,Right,4,Normal
78.002,188.976,3125,Right,2,Normal
73.9205,182.88,3126,Right,3,Normal
64.8505,179.832,3127,Right,4,Normal
78.002,192.024,3128,Right,3,Lean
78.002,182.88,3129,Right,3,Lean
72.1065,179.832,3130,Right,3,Normal
66.211,173.736,3131,Right,4,Normal
79.816,188.976,3132,Right,3,Normal
78.002,155.448,3133,Right,3,Normal
69.839,182.88,3134,Left,3,Lean
78.002,188.976,3135,Right,3,Stocky
66.211,179.832,3136,Left,3,Lean
92.0605,198.12,3137,Right,3,Normal
68.025,179.832,3138,Right,3,Normal
67.118,179.832,3139,Left,3,Lean
87.072,188.976,3140,Right,3,Normal
82.9905,182.88,3141,Right,3,Normal
74.8275,182.88,3142,Right,4,Lean
73.0135,155.7528,3143,Right,3,Lean
87.979,195.072,3144,Right,2,Normal
76.188,182.88,3145,Right,3,Normal
66.211,170.688,3146,Right,4,Normal
89.793,192.024,3147,Right,3,Normal
77.095,182.88,3148,Left,3,Normal
64.8505,173.736,3149,Right,3,Normal
77.095,182.88,3150,Right,4,Normal
98.863,188.976,3151,Right,3,Stocky
73.0135,155.448,3152,Right,3,Normal
63.0365,176.784,3153,Right,4,Lean
76.188,179.832,3154,Right,3,Normal
64.8505,173.736,3155,Right,4,Lean
69.839,155.448,3156,Left,2,Normal
72.1065,182.88,3157,Right,4,Lean
63.0365,155.7528,3158,Left,3,Normal
87.979,192.024,3159,Right,3,Normal
78.002,185.928,3160,Right,3,Lean
78.002,188.976,3161,Right,3,Normal
74.8275,176.784,3162,Left,3,Stocky
71.1995,179.832,3163,Right,3,Normal
71.1995,173.736,3164,Right,3,Normal
67.118,176.784,3165,Right,4,Lean
71.1995,155.448,3166,Right,4,Normal
68.025,173.736,3167,Right,3,Lean
68.025,179.832,3168,Right,3,Normal
86.165,192.024,3169,Right,3,Normal
74.8275,188.976,3170,Right,3,Normal
78.002,182.88,3171,Right,3,Normal
69.839,182.88,3172,Right,4,Lean
66.211,155.448,3173,Right,3,Lean
74.8275,155.448,3174,Left,4,Normal
86.165,155.448,3175,Right,3,Normal
86.165,195.072,3176,Right,3,Normal
73.9205,188.976,3177,Left,4,Lean
76.188,185.928,3178,Right,3,Lean
78.002,185.928,3179,Right,3,Normal
73.0135,182.88,3180,Right,3,Lean
58.048,173.736,3181,Right,3,Lean
87.979,188.976,3182,Right,3,Stocky
78.002,179.832,3183,Right,4,Lean
72.1065,155.448,3184,Left,4,Lean
68.932,173.736,3185,Left,3,Normal
60.769,173.736,3186,Left,1,Normal
78.909,182.88,3187,Right,2,Normal
69.839,179.832,3188,Left,3,Stocky
68.932,179.832,3189,Right,3,Lean
66.211,179.832,3190,Right,4,Normal
74.8275,179.832,3191,Right,2,Stocky
78.002,188.976,3192,Right,3,Normal
74.8275,176.784,3193,Right,3,Normal
69.839,179.832,3194,Right,3,Lean
78.002,155.448,3195,Right,3,Stocky
77.095,188.976,3196,Left,4,Lean
86.165,185.928,3197,Right,3,Lean
73.9205,179.832,3198,Left,2,Normal
73.9205,182.88,3199,Right,3,Lean
87.979,192.024,3200,Right,3,Stocky
72.1065,173.736,3201,Left,2,Stocky
82.9905,192.024,3202,Right,3,Lean
73.9205,155.448,3203,Right,3,Normal
87.072,188.976,3204,Right,2,Normal
71.1995,155.448,3205,Right,3,Lean
73.9205,179.832,3206,Right,3,Normal
68.025,176.784,3207,Right,3,Normal
86.165,185.928,3208,Right,4,Normal
68.025,176.784,3209,Left,1,Stocky
83.8975,185.928,3210,Right,4,Normal
77.095,182.88,3211,Right,4,Lean
84.8045,182.88,3212,Right,3,Lean
74.8275,192.024,3213,Right,3,Lean
72.1065,179.832,3214,Right,3,Normal
68.025,179.832,3215,Left,3,Lean
68.025,173.736,3216,Right,3,Normal
79.816,176.784,3217,Left,2,Stocky
83.8975,192.024,3218,Left,3,Lean
79.816,188.976,3219,Left,2,Lean
84.8045,192.024,3220,Right,4,Lean
63.0365,161.544,3221,Left,4,Normal
71.1995,155.448,3222,Right,4,Normal
78.909,188.976,3223,Left,2,Lean
73.9205,155.448,3224,Right,3,Lean
82.9905,195.072,3225,Left,3,Normal
87.072,182.88,3226,Right,3,Normal
76.188,155.448,3227,Right,3,Normal
69.839,176.784,3228,Left,3,Normal
73.0135,155.448,3229,Right,3,Normal
68.932,176.784,3230,Right,2,Lean
78.909,188.976,3231,Right,4,Normal
69.839,155.448,3232,Right,4,Lean
78.002,182.88,3233,Right,3,Normal
81.1765,182.88,3234,Left,3,Normal
67.118,179.832,3235,Right,3,Normal
78.909,188.976,3236,Right,2,Normal
76.188,195.072,3237,Left,4,Lean
64.8505,173.736,3238,Left,4,Normal
81.1765,185.928,3239,Right,3,Normal
63.0365,176.784,3240,Right,5,Normal
78.909,188.976,3241,Left,3,Lean
77.095,188.976,3242,Right,3,Normal
77.095,185.928,3243,Right,4,Lean
82.9905,188.976,3244,Right,1,Normal
69.839,173.736,3245,Left,2,Normal
76.188,182.88,3246,Right,3,Lean
67.118,179.832,3247,Left,2,Normal
82.0835,185.928,3248,Right,3,Lean
69.839,188.976,3249,Left,4,Stocky
63.0365,176.784,3250,Left,3,Lean
74.8275,179.832,3251,Right,3,Stocky
69.839,155.7528,3252,Right,3,Lean
78.909,185.928,3253,Right,2,Normal
69.839,179.832,3254,Left,3,Normal
67.118,155.448,3255,Right,3,Lean
82.0835,182.88,3256,Right,3,Stocky
68.025,179.832,3257,Left,3,Lean
73.9205,155.448,3258,Right,3,Normal
68.932,167.64,3259,Left,3,Stocky
72.1065,182.88,3260,Right,3,Lean
72.1065,155.7528,3261,Right,3,Lean
87.979,195.072,3262,Right,3,Normal
71.1995,176.784,3263,Right,3,Normal
74.8275,155.448,3264,Right,4,Lean
82.9905,188.976,3265,Right,3,Lean
86.165,188.976,3266,Right,3,Normal
73.0135,155.448,3267,Right,4,Normal
79.816,185.928,3268,Right,4,Lean
97.049,195.072,3269,Right,3,Stocky
69.839,155.448,3270,Right,4,Normal
69.839,182.88,3271,Right,4,Lean
77.095,182.88,3272,Right,3,Normal
72.1065,182.88,3273,Right,3,Lean
73.0135,155.7528,3274,Right,3,Normal
74.8275,155.448,3275,Right,3,Normal
74.8275,188.976,3276,Right,2,Normal
78.002,155.7528,3277,Left,4,Normal
76.188,182.88,3278,Right,2,Normal
74.8275,179.832,3279,Right,4,Stocky
86.165,182.88,3280,Right,3,Stocky
78.002,155.448,3281,Right,3,Normal
78.909,182.88,3282,Left,3,Normal
64.8505,176.784,3283,Right,3,Lean
78.002,182.88,3284,Left,3,Normal
82.9905,188.976,3285,Right,3,Normal
74.8275,155.448,3286,Right,3,Normal
69.839,176.784,3287,Right,3,Lean
84.8045,195.072,3288,Right,3,Normal
87.072,188.976,3289,Right,2,Normal
74.8275,182.88,3290,Right,3,Normal
74.8275,182.88,3291,Right,4,Normal
76.188,185.928,3292,Right,2,Normal
84.8045,195.072,3293,Right,4,Normal
68.025,179.832,3294,Right,3,Lean
73.0135,182.88,3295,Right,4,Lean
83.8975,195.072,3296,Right,3,Normal
73.9205,155.448,3297,Right,4,Normal
73.0135,155.448,3298,Right,2,Normal
64.8505,179.832,3299,Right,4,Normal
82.9905,192.024,3300,Right,3,Normal
86.165,155.7528,3301,Right,3,Normal
64.8505,155.448,3302,Left,3,Lean
66.211,182.88,3303,Right,3,Lean
73.9205,173.736,3304,Left,3,Stocky
63.0365,176.784,3305,Right,4,Lean
88.886,192.024,3306,Right,3,Normal
63.0365,179.832,3307,Left,2,Lean
83.8975,188.976,3308,Right,3,Normal
76.188,179.832,3309,Right,3,Normal
78.002,182.88,3310,Right,3,Lean
73.0135,182.88,3311,Right,4,Lean
63.9435,173.736,3312,Right,3,Normal
87.979,188.976,3313,Right,2,Normal
73.0135,155.7528,3314,Right,3,Lean
76.188,179.832,3315,Right,3,Lean
71.1995,155.7528,3316,Right,3,Lean
88.886,188.976,3317,Right,3,Stocky
86.165,188.976,3318,Right,3,Normal
68.932,179.832,3319,Right,3,Lean
71.1995,179.832,3320,Left,3,Lean
87.979,195.072,3321,Right,3,Normal
81.1765,188.976,3322,Right,2,Normal
83.8975,192.024,3323,Right,3,Lean
73.0135,185.928,3324,Right,2,Normal
79.816,182.88,3325,Right,4,Normal
89.793,201.168,3326,Right,2,Lean
74.8275,155.448,3327,Left,3,Normal
78.002,182.88,3328,Left,2,Normal
78.002,182.88,3329,Right,2,Normal
78.909,185.928,3330,Right,4,Lean
68.025,179.832,3331,Right,3,Normal
64.8505,179.832,3332,Right,3,Normal
69.839,155.448,3333,Left,2,Lean
71.1995,176.784,3334,Right,3,Lean
73.0135,192.024,3335,Right,2,Normal
69.839,176.784,3336,Left,3,Lean
69.839,173.736,3337,Right,3,Normal
64.8505,173.736,3338,Right,3,Normal
68.025,179.832,3339,Right,3,Normal
77.095,188.976,3340,Right,2,Lean
78.909,155.7528,3341,Right,4,Normal
74.8275,179.832,3342,Right,4,Stocky
73.0135,155.7528,3343,Right,3,Normal
74.8275,179.832,3344,Left,3,Lean
78.909,155.7528,3345,Left,3,Normal
79.816,201.168,3346,Left,3,Lean
78.002,155.448,3347,Right,3,Normal
76.188,188.976,3348,Left,4,Normal
78.002,155.7528,3349,Left,3,Normal
74.8275,155.7528,3350,Left,4,Normal
69.839,155.7528,3351,Left,2,Lean
68.932,179.832,3352,Right,3,Normal
77.095,192.024,3353,Left,3,Normal
74.8275,182.88,3354,Right,2,Normal
71.1995,155.448,3355,Right,3,Normal
74.8275,155.448,3356,Left,2,Normal
78.909,155.448,3357,Right,3,Normal
87.979,188.976,3358,Right,3,Stocky
87.072,192.024,3359,Right,3,Normal
82.9905,188.976,3360,Right,3,Normal
78.002,176.784,3361,Right,3,Stocky
71.1995,155.448,3362,Right,3,Normal
79.816,188.976,3363,Left,3,Normal
81.1765,155.7528,3364,Left,3,Normal
88.886,195.072,3365,Right,4,Normal
79.816,188.976,3366,Right,2,Normal
67.118,155.7528,3367,Left,3,Lean
77.095,155.7528,3368,Left,4,Normal
76.188,182.88,3369,Right,3,Normal
86.165,195.072,3370,Left,4,Stocky
69.839,155.7528,3371,Right,4,Normal
73.9205,188.976,3372,Right,3,Normal
87.979,188.976,3373,Right,4,Stocky
63.9435,170.688,3374,Left,3,Normal
78.002,182.88,3375,Right,3,Normal
87.979,188.976,3376,Right,4,Normal
73.9205,155.7528,3377,Right,3,Lean
88.886,155.7528,3378,Right,3,Stocky
59.862,170.688,3379,Left,3,Lean
83.8975,192.024,3380,Right,3,Normal
71.1995,155.448,3381,Left,3,Normal
68.932,155.448,3382,Right,3,Normal
92.9675,195.072,3383,Right,3,Normal
74.8275,155.7528,3384,Right,4,Lean
74.8275,185.928,3385,Right,3,Lean
69.839,155.448,3386,Right,4,Lean
74.8275,155.448,3387,Right,3,Normal
81.1765,188.976,3388,Right,4,Normal
67.118,173.736,3389,Left,2,Normal
74.8275,204.216,3390,Right,3,Normal
74.8275,155.448,3391,Right,4,Normal
84.8045,195.072,3392,Right,3,Normal
72.1065,155.448,3393,Right,4,Normal
64.8505,170.688,3394,Right,3,Lean
69.839,179.832,3395,Right,3,Normal
72.1065,179.832,3396,Right,4,Lean
77.095,182.88,3397,Right,3,Normal
69.839,176.784,3398,Right,3,Normal
64.8505,155.448,3399,Left,3,Lean
74.8275,185.928,3400,Right,3,Normal
82.9905,188.976,3401,Right,3,Normal
63.0365,176.784,3402,Right,3,Normal
72.1065,176.784,3403,Right,4,Normal
68.932,155.7528,3404,Left,3,Lean
72.1065,185.928,3405,Right,3,Normal
86.165,192.024,3406,Right,2,Normal
73.0135,179.832,3407,Right,3,Normal
78.909,155.7528,3408,Right,4,Stocky
73.0135,170.688,3409,Right,4,Normal
72.1065,173.736,3410,Left,2,Normal
76.188,182.88,3411,Right,3,Lean
82.0835,179.832,3412,Left,3,Normal
73.0135,179.832,3413,Left,4,Normal
78.909,155.448,3414,Right,3,Lean
73.0135,179.832,3415,Right,3,Stocky
77.095,155.7528,3416,Left,3,Normal
76.188,155.7528,3417,Right,4,Normal
78.909,182.88,3418,Right,3,Lean
79.816,188.976,3419,Right,2,Normal
76.188,179.832,3420,Right,4,Normal
78.002,182.88,3421,Right,3,Normal
77.095,185.928,3422,Right,4,Normal
67.118,155.448,3423,Left,3,Normal
91.1535,195.072,3424,Right,3,Normal
83.8975,195.072,3425,Right,3,Lean
89.793,195.072,3426,Right,2,Normal
77.095,182.88,3427,Right,4,Normal
73.0135,182.88,3428,Left,2,Normal
68.932,179.832,3429,Right,4,Lean
82.0835,192.024,3430,Right,3,Lean
78.002,155.448,3431,Right,4,Normal
81.1765,182.88,3432,Left,3,Normal
82.0835,182.88,3433,Left,2,Normal
68.932,155.7528,3434,Right,3,Normal
69.839,185.928,3435,Right,3,Lean
78.002,155.448,3436,Right,3,Stocky
68.932,155.7528,3437,Right,3,Normal
78.002,188.976,3438,Right,2,Normal
88.886,188.976,3439,Right,3,Lean
83.8975,188.976,3440,Right,3,Normal
82.0835,188.976,3441,Right,2,Lean
73.9205,179.832,3442,Right,4,Stocky
69.839,185.928,3443,Right,3,Lean
73.0135,182.88,3444,Right,3,Lean
77.095,155.448,3445,Right,3,Normal
69.839,182.88,3446,Right,3,Lean
79.816,195.072,3447,Right,2,Lean
67.118,170.688,3448,Left,4,Lean
72.1065,173.736,3449,Left,2,Normal
62.1295,173.736,3450,Right,4,Lean
71.1995,182.88,3451,Right,3,Normal
73.9205,179.832,3452,Right,3,Normal
92.0605,195.072,3453,Right,2,Normal
68.025,155.7528,3454,Right,3,Lean
73.0135,179.832,3455,Right,3,Normal
72.1065,179.832,3456,Right,5,Normal
68.025,179.832,3457,Right,3,Normal
73.0135,185.928,3458,Left,3,Normal
82.9905,192.024,3459,Left,2,Normal
78.002,182.88,3460,Left,2,Normal
68.025,173.736,3461,Right,3,Lean
73.9205,182.88,3462,Right,4,Normal
69.839,179.832,3463,Right,3,Lean
82.0835,155.448,3464,Right,3,Normal
66.211,155.7528,3465,Left,3,Lean
96.142,204.216,3466,Right,3,Normal
83.8975,185.928,3467,Left,2,Normal
77.095,188.976,3468,Right,3,Normal
71.1995,182.88,3469,Left,2,Lean
89.793,195.072,3470,Right,4,Normal
72.1065,182.88,3471,Right,3,Normal
73.9205,185.928,3472,Right,4,Lean
87.072,188.976,3473,Right,3,Normal
73.0135,179.832,3474,Right,4,Normal
63.9435,164.592,3475,Right,4,Stocky
67.118,173.736,3476,Left,3,Normal
88.886,192.024,3477,Right,3,Normal
